ULURP_NUM,the_geom,ENUMBER,CEQR_NUM,BOROCODE,TAXBLOCK,TAXLOT,BBL
100369zmm,POINT (-74.00363658570478 40.71968827822572),E-257,10DCP039M,1,194,23,1001940023
100369zmm,POINT (-74.00294332830232 40.71936679263196),E-257,10DCP039M,1,194,31,1001940031
100369zmm,POINT (-74.00253730995472 40.71920494016063),E-257,10DCP039M,1,194,36,1001940036
100369zmm,POINT (-74.00254775387951 40.719055658814085),E-257,10DCP039M,1,194,38,1001940038
100369zmm,POINT (-74.00279927363216 40.71894513790306),E-257,10DCP039M,1,194,42,1001940042
060032ZMM,POINT (-74.00250228405065 40.71801511972402),E-208,08DCP012M,1,195,2,1001950002
060032ZMM,POINT (-74.00243792524542 40.718099856390104),E-208,08DCP012M,1,195,3,1001950003
060032ZMM,POINT (-74.00238288476352 40.71816490227642),E-208,08DCP012M,1,195,4,1001950004
060032ZMM,POINT (-74.00232806548723 40.71822968878447),E-208,08DCP012M,1,195,5,1001950005
060032ZMM,POINT (-74.0022732555722 40.718294462658534),E-208,08DCP012M,1,195,6,1001950006
060032ZMM,POINT (-74.00221319306308 40.71836149508593),E-208,08DCP012M,1,195,7,1001950007
060032ZMM,POINT (-74.00188365068178 40.7181001954791),E-208,08DCP012M,1,195,9,1001950009
060032ZMM,POINT (-74.00167341876788 40.71800447541902),E-208,08DCP012M,1,195,12,1001950012
060032ZMM,POINT (-74.00159844211474 40.71797095320002),E-208,08DCP012M,1,195,13,1001950013
060032ZMM,POINT (-74.00151827943058 40.71794379310344),E-208,08DCP012M,1,195,14,1001950014
060032ZMM,POINT (-74.00143493200251 40.717920492576454),E-208,08DCP012M,1,195,15,1001950015
060032ZMM,POINT (-74.00142323131595 40.71779746144631),E-208,08DCP012M,1,195,17,1001950017
060032ZMM,POINT (-74.00174908881093 40.71762302817046),E-208,08DCP012M,1,195,24,1001950024
060032ZMM,POINT (-74.00182477659573 40.717705098576836),E-208,08DCP012M,1,195,26,1001950026
060032ZMM,POINT (-74.00193745267947 40.7177585852284),E-208,08DCP012M,1,195,27,1001950027
060032 ZMM,POINT (-74.00193745267947 40.7177585852284),R-86,08DCP012M,1,195,27,1001950027
060032ZMM,POINT (-74.00208905474118 40.71783057474875),E-208,08DCP012M,1,195,30,1001950030
060032ZMM,POINT (-74.00176643165064 40.71804680700267),E-208,08DCP012M,1,195,7501,1001957501
100369zmm,POINT (-74.00362896005397 40.72003729983152),E-257,10DCP039M,1,210,1,1002100001
100369zmm,POINT (-74.00357577157578 40.72010511347913),E-257,10DCP039M,1,210,2,1002100002
100369zmm,POINT (-74.00349558007565 40.72013443923935),E-257,10DCP039M,1,210,3,1002100003
100369zmm,POINT (-74.00349923106815 40.72026333268346),E-257,10DCP039M,1,210,4,1002100004
100369zmm,POINT (-74.00339004292563 40.72020029306762),E-257,10DCP039M,1,210,5,1002100005
100369zmm,POINT (-74.003352882583 40.72004305885752),E-257,10DCP039M,1,210,7,1002100007
100369zmm,POINT (-74.0031384169355 40.71991908992881),E-257,10DCP039M,1,210,10,1002100010
100369zmm,POINT (-74.00302635516367 40.71994207033527),E-257,10DCP039M,1,210,11,1002100011
100369zmm,POINT (-74.0028869539213 40.719853883394926),E-257,10DCP039M,1,210,12,1002100012
100369zmm,POINT (-74.0028012893611 40.71970871973782),E-257,10DCP039M,1,210,16,1002100016
100369zmm,POINT (-74.00273705850823 40.719683015331185),E-257,10DCP039M,1,210,17,1002100017
100369zmm,POINT (-74.00265997330465 40.71963536576338),E-257,10DCP039M,1,210,18,1002100018
100369zmm,POINT (-74.00258038846334 40.71958617452695),E-257,10DCP039M,1,210,19,1002100019
100369zmm,POINT (-74.00231835585305 40.71942434678741),E-257,10DCP039M,1,210,21,1002100021
100369zmm,POINT (-74.00349178947346 40.72000626440392),E-257,10DCP039M,1,210,34,1002100034
100369zmm,POINT (-74.00479900989127 40.72064026890581),E-257,10DCP039M,1,211,14,1002110014
100369zmm,POINT (-74.00486153240499 40.720669007849004),E-257,10DCP039M,1,211,15,1002110015
100369zmm,POINT (-74.00492534393958 40.720698339238346),E-257,10DCP039M,1,211,16,1002110016
100369zmm,POINT (-74.0046397282834 40.7208484489479),E-257,10DCP039M,1,211,18,1002110018
100369zmm,POINT (-74.00460670335183 40.721029731863176),E-257,10DCP039M,1,211,24,1002110024
100369zmm,POINT (-74.00449398218367 40.720965560600966),E-257,10DCP039M,1,211,27,1002110027
100369zmm,POINT (-74.00440580654607 40.72090241937464),E-257,10DCP039M,1,211,28,1002110028
100369zmm,POINT (-74.00606434517329 40.72154621731239),E-257,10DCP039M,1,212,18,1002120018
100369zmm,POINT (-74.0049695547973 40.721291470594615),E-257,10DCP039M,1,212,70,1002120070
100369zmm,POINT (-74.00618345673388 40.72062817206629),E-257,10DCP039M,1,212,7505,1002127505
100369zmm,POINT (-74.00968494202179 40.720916605339625),E-257,10DCP039M,1,214,3,1002140003
100369zmm,POINT (-74.00934727394416 40.721196182945675),E-257,10DCP039M,1,214,12,1002140012
100369zmm,POINT (-74.00923015060268 40.72161710046647),E-257,10DCP039M,1,215,1,1002150001
040543ZMM,POINT (-74.01116104448336 40.72183520578235),E-162,06DCP067M,1,217,7503,1002177503
100369zmm,POINT (-74.01022096822126 40.72191499536885),E-257,10DCP039M,1,217,7504,1002177504
100369zmm,POINT (-74.00747560099126 40.72237487320991),E-257,10DCP039M,1,220,28,1002200028
100369zmm,POINT (-74.0075515046972 40.72238285577526),E-257,10DCP039M,1,220,29,1002200029
100369zmm,POINT (-74.00779548234576 40.722406853399974),E-257,10DCP039M,1,220,31,1002200031
040543ZMM,POINT (-74.01061490983209 40.72330274468136),E-162,06DCP067M,1,223,13,1002230013
040543 ZMM,POINT (-74.01061490983209 40.72330274468136),R-76,06DCP067M,1,223,13,1002230013
040543ZMM,POINT (-74.01067000554336 40.72308883440138),E-162,06DCP067M,1,223,18,1002230018
040543ZMM,POINT (-74.01068696495268 40.72299540858464),E-162,06DCP067M,1,223,20,1002230020
040543 ZMM,POINT (-74.01068696495268 40.72299540858464),R-76,06DCP067M,1,223,20,1002230020
100369zmm,POINT (-74.01015665784372 40.723116607512694),E-257,10DCP039M,1,223,23,1002230023
100369zmm,POINT (-74.01012617666723 40.72330087872158),E-257,10DCP039M,1,223,26,1002230026
100369zmm,POINT (-74.00983292907479 40.72327159165965),E-257,10DCP039M,1,223,29,1002230029
100369zmm,POINT (-74.00985742337899 40.72312134318418),E-257,10DCP039M,1,223,31,1002230031
100369zmm,POINT (-74.00986720992697 40.72303554901888),E-257,10DCP039M,1,223,33,1002230033
100369zmm,POINT (-74.00988455570312 40.72294601438765),E-257,10DCP039M,1,223,35,1002230035
040543ZMM,POINT (-74.0107693891416 40.72388957332965),E-162,06DCP067M,1,224,1,1002240001
040543 ZMM,POINT (-74.0107693891416 40.72388957332965),R-76,06DCP067M,1,224,1,1002240001
100369zmm,POINT (-74.00995881624449 40.72368238147772),E-257,10DCP039M,1,224,32,1002240032
100369zmm,POINT (-74.00902345587961 40.723862401945354),E-257,10DCP039M,1,225,4,1002250004
100369zmm,POINT (-74.00879381584511 40.72369514831614),E-257,10DCP039M,1,225,6,1002250006
120380ZMM,POINT (-74.00577716017497 40.72273402927643),E-288,12DCP045M,1,227,63,1002270063
070161 ZSM,POINT (-74.00315920075096 40.72082469862267),R-124,07DCP038M,1,229,1,1002290001
150384ZSM,POINT (-74.00269251760028 40.720333490572465),E-364,16DCP026M,1,230,5,1002300005
150385ZSM,POINT (-74.00275366532763 40.72037540334917),E-365,16DCP027M,1,230,6,1002300006
170137ZSM,POINT (-74.00268636318594 40.720690576114826),E-402,17DCP062M,1,230,13,1002300013
070055 ZSM,POINT (-74.00224516720105 40.72006961120177),R-131,07DCP045M,1,231,5,1002310005
070105 ZSM,POINT (-74.00187040233604 40.72038400204307),R-89,06DCP097M,1,231,16,1002310016
120183ZSM,POINT (-73.98871993691698 40.710472394516884),E-312,12DCP157M,1,247,2,1002470002
170068ZSM,POINT (-73.99109859088199 40.717116182053076),E-450,17DCP109M,1,308,14,1003080014
080397ZMM,POINT (-73.98308486530942 40.71784610777147),E-216,07DCP078M,1,343,63,1003430063
080397ZMM,POINT (-73.98316657545608 40.71771892000799),E-216,07DCP078M,1,343,66,1003430066
080397ZMM,POINT (-73.98330066929859 40.71748378485065),E-216,07DCP078M,1,343,68,1003430068
080397ZMM,POINT (-73.98269772043183 40.71946601081822),E-216,07DCP078M,1,344,53,1003440053
080397ZMM,POINT (-73.98252553492219 40.719469256365),E-216,07DCP078M,1,344,54,1003440054
080397ZMM,POINT (-73.98241900741736 40.71938318022578),E-216,07DCP078M,1,344,56,1003440056
080397ZMM,POINT (-73.98245698364998 40.719237406085625),E-216,07DCP078M,1,344,60,1003440060
080397ZMM,POINT (-73.98467427518169 40.7193389858231),E-216,07DCP078M,1,344,139,1003440139
080397ZMM,POINT (-73.98448067039541 40.7196761062529),E-216,07DCP078M,1,344,145,1003440145
080397ZMM,POINT (-73.98398099993538 40.71979267454146),E-216,07DCP078M,1,344,157,1003440157
080397ZMM,POINT (-73.98334545885228 40.72020186333449),E-216,07DCP078M,1,345,1,1003450001
080397ZMM,POINT (-73.98321214682264 40.72025357555427),E-216,07DCP078M,1,345,2,1003450002
080397ZMM,POINT (-73.98308099768528 40.72050765947941),E-216,07DCP078M,1,345,6,1003450006
080397ZMM,POINT (-73.98303178970738 40.72060300000258),E-216,07DCP078M,1,345,7,1003450007
080397ZMM,POINT (-73.9825926671806 40.72076753050302),E-216,07DCP078M,1,345,17,1003450017
080397ZMM,POINT (-73.98283729244163 40.720213576376125),E-216,07DCP078M,1,345,26,1003450026
080397ZMM,POINT (-73.9833583992311 40.720058267224026),E-216,07DCP078M,1,345,35,1003450035
080397ZMM,POINT (-73.98588790105359 40.71809925232907),E-216,07DCP078M,1,348,33,1003480033
080397ZMM,POINT (-73.98619758251616 40.718268642475174),E-216,07DCP078M,1,348,36,1003480036
080397ZMM,POINT (-73.98538391198103 40.71811847567052),E-216,07DCP078M,1,348,38,1003480038
080397ZMM,POINT (-73.98514202738323 40.71840033583835),E-216,07DCP078M,1,348,43,1003480043
080397ZMM,POINT (-73.98481284368472 40.71856662156932),E-216,07DCP078M,1,348,46,1003480046
080397ZMM,POINT (-73.98455527040488 40.71870130268423),E-216,07DCP078M,1,348,55,1003480055
080397ZMM,POINT (-73.98477285813266 40.71834657758921),E-216,07DCP078M,1,348,64,1003480064
080397ZMM,POINT (-73.98485938582061 40.71789817736454),E-216,07DCP078M,1,348,70,1003480070
080397ZMM,POINT (-73.98494498617418 40.71792422863734),E-216,07DCP078M,1,348,71,1003480071
080397ZMM,POINT (-73.98527907203254 40.7180262212761),E-216,07DCP078M,1,348,75,1003480075
080397ZMM,POINT (-73.98484494046686 40.72086120843629),E-216,07DCP078M,1,350,4,1003500004
080397ZMM,POINT (-73.984234595969 40.72126880608808),E-216,07DCP078M,1,350,18,1003500018
080397ZMM,POINT (-73.9842557593571 40.72108539048874),E-216,07DCP078M,1,350,21,1003500021
080397ZMM,POINT (-73.98512924694118 40.72059882439084),E-216,07DCP078M,1,350,37,1003500037
080397ZMM,POINT (-73.9837229202951 40.72118446429942),E-216,07DCP078M,1,350,54,1003500054
080397ZMM,POINT (-73.98337039647149 40.72107592953023),E-216,07DCP078M,1,350,60,1003500060
080397ZMM,POINT (-73.98330321149753 40.721055494447725),E-216,07DCP078M,1,350,61,1003500061
080397ZMM,POINT (-73.98323323942276 40.72103421244105),E-216,07DCP078M,1,350,62,1003500062
080397ZMM,POINT (-73.98334933999878 40.72095904934423),E-216,07DCP078M,1,350,63,1003500063
080397ZMM,POINT (-73.9836147743295 40.72059670973835),E-216,07DCP078M,1,350,69,1003500069
080397ZMM,POINT (-73.98369684888242 40.72043618482854),E-216,07DCP078M,1,350,71,1003500071
080397ZMM,POINT (-73.98368442678824 40.7203025510327),E-216,07DCP078M,1,350,73,1003500073
080397ZMM,POINT (-73.9838643240318 40.72026095572769),E-216,07DCP078M,1,350,78,1003500078
080397ZMM,POINT (-73.98735220160405 40.71899132263626),E-216,07DCP078M,1,353,34,1003530034
080397ZMM,POINT (-73.98763152481742 40.718743974818004),E-216,07DCP078M,1,353,42,1003530042
080397ZMM,POINT (-73.98664475550302 40.71847940463405),E-216,07DCP078M,1,353,75,1003530075
080397ZMM,POINT (-73.98687159864501 40.71851445515737),E-216,07DCP078M,1,353,79,1003530079
080397ZMM,POINT (-73.98697378320574 40.71850434143085),E-216,07DCP078M,1,353,80,1003530080
080397ZMM,POINT (-73.98707525830415 40.718496742658154),E-216,07DCP078M,1,353,82,1003530082
080397ZMM,POINT (-73.98716550898095 40.71852424081956),E-216,07DCP078M,1,353,83,1003530083
080397ZMM,POINT (-73.98707960107087 40.720186143673814),E-216,07DCP078M,1,354,1,1003540001
080397ZMM,POINT (-73.98636692172062 40.72070789604152),E-216,07DCP078M,1,354,18,1003540018
080397ZMM,POINT (-73.98643639331644 40.72065593313342),E-216,07DCP078M,1,354,19,1003540019
080397ZMM,POINT (-73.98719547339714 40.71990727776236),E-216,07DCP078M,1,354,37,1003540037
080397ZMM,POINT (-73.98726250693159 40.719927597095776),E-216,07DCP078M,1,354,38,1003540038
080397ZMM,POINT (-73.98557012931444 40.72133564323968),E-216,07DCP078M,1,355,45,1003550045
080397ZMM,POINT (-73.98540786427367 40.72165999983661),E-216,07DCP078M,1,355,51,1003550051
080397ZMM,POINT (-73.98534702292733 40.7216415847942),E-216,07DCP078M,1,355,52,1003550052
080397ZMM,POINT (-73.98529683149187 40.721586348344516),E-216,07DCP078M,1,355,53,1003550053
080397ZMM,POINT (-73.98512656819815 40.721491148019346),E-216,07DCP078M,1,355,54,1003550054
080397ZMM,POINT (-73.98519243388176 40.721295761242395),E-216,07DCP078M,1,355,61,1003550061
080397ZMM,POINT (-73.98530794336038 40.72106987240355),E-216,07DCP078M,1,355,65,1003550065
080397ZMM,POINT (-73.98077261739789 40.721143003795),E-216,07DCP078M,1,372,3,1003720003
080397ZMM,POINT (-73.98069884554847 40.7211706857238),E-216,07DCP078M,1,372,4,1003720004
080397ZMM,POINT (-73.98066471132661 40.72121760465107),E-216,07DCP078M,1,372,5,1003720005
080397ZMM,POINT (-73.9790390159005 40.7207551579073),E-216,07DCP078M,1,372,30,1003720030
080397ZMM,POINT (-73.97892417655787 40.7206940427653),E-216,07DCP078M,1,372,31,1003720031
080397ZMM,POINT (-73.978795488129 40.72070048749712),E-216,07DCP078M,1,372,33,1003720033
080397ZMM,POINT (-73.97869506152284 40.72066922487413),E-216,07DCP078M,1,372,34,1003720034
080397ZMM,POINT (-73.97849411570851 40.72067080573043),E-216,07DCP078M,1,372,36,1003720036
080397ZMM,POINT (-73.97852294754932 40.72063121390123),E-216,07DCP078M,1,372,37,1003720037
080397ZMM,POINT (-73.97885558594582 40.720353101725415),E-216,07DCP078M,1,372,41,1003720041
080397ZMM,POINT (-73.97913658522383 40.72045497181917),E-216,07DCP078M,1,372,49,1003720049
080397ZMM,POINT (-73.9793349118938 40.7205386559321),E-216,07DCP078M,1,372,52,1003720052
080397ZMM,POINT (-73.98004414737194 40.721956635201884),E-216,07DCP078M,1,373,2,1003730002
080397ZMM,POINT (-73.97951185832385 40.72176359223935),E-216,07DCP078M,1,373,13,1003730013
080397ZMM,POINT (-73.97944383485192 40.72173487547267),E-216,07DCP078M,1,373,14,1003730014
080397ZMM,POINT (-73.97929868738075 40.72167359860884),E-216,07DCP078M,1,373,16,1003730016
080397ZMM,POINT (-73.9792266273604 40.721643177223555),E-216,07DCP078M,1,373,17,1003730017
080397ZMM,POINT (-73.97830950157322 40.72103785484966),E-216,07DCP078M,1,373,38,1003730038
080397ZMM,POINT (-73.97972041050485 40.72154151398038),E-216,07DCP078M,1,373,61,1003730061
080397ZMM,POINT (-73.97978810135433 40.72157007473785),E-216,07DCP078M,1,373,62,1003730062
080397ZMM,POINT (-73.97985622783322 40.72159861391937),E-216,07DCP078M,1,373,63,1003730063
080397ZMM,POINT (-73.97796291152801 40.72189478598136),E-216,07DCP078M,1,374,31,1003740031
080397ZMM,POINT (-73.97767923306981 40.72186700554775),E-216,07DCP078M,1,374,34,1003740034
080397ZMM,POINT (-73.97783105969324 40.72165801851381),E-216,07DCP078M,1,374,37,1003740037
080397ZMM,POINT (-73.97834841985724 40.72174993021901),E-216,07DCP078M,1,374,47,1003740047
080397ZMM,POINT (-73.97789202739743 40.7226701398641),E-216,07DCP078M,1,375,29,1003750029
080397ZMM,POINT (-73.97768220031195 40.722581139857326),E-216,07DCP078M,1,375,32,1003750032
080397ZMM,POINT (-73.9774258610805 40.72222349307516),E-216,07DCP078M,1,375,41,1003750041
080397ZMM,POINT (-73.97899310714813 40.72353716643624),E-216,07DCP078M,1,376,1,1003760001
080397ZMM,POINT (-73.9782792422518 40.723600727002946),E-216,07DCP078M,1,376,13,1003760013
080397ZMM,POINT (-73.97777743231649 40.72338899354192),E-216,07DCP078M,1,376,21,1003760021
080397ZMM,POINT (-73.97770727414144 40.72335939014305),E-216,07DCP078M,1,376,22,1003760022
080397ZMM,POINT (-73.97763663317552 40.72332958309242),E-216,07DCP078M,1,376,23,1003760023
080397ZMM,POINT (-73.9775640691462 40.72329896516518),E-216,07DCP078M,1,376,24,1003760024
080397ZMM,POINT (-73.97741701579791 40.72323691653609),E-216,07DCP078M,1,376,26,1003760026
080397ZMM,POINT (-73.97734555022055 40.723206761547935),E-216,07DCP078M,1,376,27,1003760027
080397ZMM,POINT (-73.9767309203545 40.72305027272472),E-216,07DCP078M,1,376,32,1003760032
080397ZMM,POINT (-73.97738198508378 40.722930064692015),E-216,07DCP078M,1,376,43,1003760043
080397ZMM,POINT (-73.97774213714204 40.72308200938815),E-216,07DCP078M,1,376,44,1003760044
080397ZMM,POINT (-73.97883497094836 40.72350808794568),E-216,07DCP078M,1,376,63,1003760063
080397ZMM,POINT (-73.97845703179102 40.724185555630946),E-216,07DCP078M,1,377,1,1003770001
080397ZMM,POINT (-73.97811487293752 40.724322122667616),E-216,07DCP078M,1,377,10,1003770010
080397ZMM,POINT (-73.97693387456492 40.72351133022639),E-216,07DCP078M,1,377,50,1003770050
080397ZMM,POINT (-73.97700399352969 40.72354083773361),E-216,07DCP078M,1,377,51,1003770051
080397ZMM,POINT (-73.97707217285947 40.72356952804982),E-216,07DCP078M,1,377,52,1003770052
080397ZMM,POINT (-73.9771436647662 40.72359961297163),E-216,07DCP078M,1,377,53,1003770053
080397ZMM,POINT (-73.97721420049669 40.72362929603248),E-216,07DCP078M,1,377,54,1003770054
080397ZMM,POINT (-73.97775739909129 40.72385787946787),E-216,07DCP078M,1,377,61,1003770061
080397ZMM,POINT (-73.97798890473551 40.72395529962737),E-216,07DCP078M,1,377,64,1003770064
080397ZMM,POINT (-73.97806471716729 40.72398720202908),E-216,07DCP078M,1,377,65,1003770065
080397ZMM,POINT (-73.97814188712351 40.72401967466078),E-216,07DCP078M,1,377,66,1003770066
080397ZMM,POINT (-73.97634110884701 40.724362926930084),E-216,07DCP078M,1,378,28,1003780028
080397ZMM,POINT (-73.97626240800201 40.72432968734439),E-216,07DCP078M,1,378,29,1003780029
080397ZMM,POINT (-73.97618362459798 40.72429583804292),E-216,07DCP078M,1,378,30,1003780030
080397ZMM,POINT (-73.97597431484137 40.72424143891946),E-216,07DCP078M,1,378,32,1003780032
080397ZMM,POINT (-73.97605796897237 40.72412650633966),E-216,07DCP078M,1,378,34,1003780034
080397ZMM,POINT (-73.97650304645292 40.724124102717504),E-216,07DCP078M,1,378,43,1003780043
080397ZMM,POINT (-73.97645465200837 40.72517252055852),E-216,07DCP078M,1,379,21,1003790021
080397ZMM,POINT (-73.97616103622207 40.72475475897319),E-216,07DCP078M,1,379,44,1003790044
080397ZMM,POINT (-73.98239814930245 40.72136034332603),E-216,07DCP078M,1,384,21,1003840021
080397ZMM,POINT (-73.98147189405671 40.721020472643765),E-216,07DCP078M,1,384,33,1003840033
125-14BZ,POINT (-73.98147189405671 40.721020472643765),E-359,14BSA169M,1,384,33,1003840033
080397ZMM,POINT (-73.98300644126348 40.72223559219011),E-216,07DCP078M,1,385,4,1003850004
080397ZMM,POINT (-73.98170907295274 40.72188557517486),E-216,07DCP078M,1,385,24,1003850024
080397ZMM,POINT (-73.98122947381184 40.721691818197236),E-216,07DCP078M,1,385,30,1003850030
080397ZMM,POINT (-73.98262788440424 40.72269419576914),E-216,07DCP078M,1,386,1,1003860001
080397ZMM,POINT (-73.98247965874319 40.722922969333766),E-216,07DCP078M,1,386,5,1003860005
080397ZMM,POINT (-73.98243087345337 40.722989814815655),E-216,07DCP078M,1,386,7,1003860007
080397ZMM,POINT (-73.98240062325534 40.723031267846245),E-216,07DCP078M,1,386,8,1003860008
080397ZMM,POINT (-73.98209879594812 40.7225479674474),E-216,07DCP078M,1,386,61,1003860061
080397ZMM,POINT (-73.98217249139388 40.72257492032288),E-216,07DCP078M,1,386,62,1003860062
080397ZMM,POINT (-73.98006174915608 40.72290096018668),E-216,07DCP078M,1,387,33,1003870033
080397ZMM,POINT (-73.98016840783389 40.72275377323613),E-216,07DCP078M,1,387,35,1003870035
080397ZMM,POINT (-73.98056357699853 40.72269424581094),E-216,07DCP078M,1,387,42,1003870042
080397ZMM,POINT (-73.97968119323386 40.72342404006756),E-216,07DCP078M,1,387,135,1003870135
080397ZMM,POINT (-73.98044825280729 40.724225272235365),E-216,07DCP078M,1,389,51,1003890051
080397ZMM,POINT (-73.98052663335619 40.72425956430264),E-216,07DCP078M,1,389,52,1003890052
080397ZMM,POINT (-73.97933502140033 40.72483482069701),E-216,07DCP078M,1,390,23,1003900023
080397ZMM,POINT (-73.97887182170261 40.724454282308876),E-216,07DCP078M,1,390,34,1003900034
080397ZMM,POINT (-73.97993384001866 40.724775064366554),E-216,07DCP078M,1,390,52,1003900052
080397ZMM,POINT (-73.98030300123693 40.724887200076935),E-216,07DCP078M,1,390,58,1003900058
080397ZMM,POINT (-73.9801859700836 40.72604324364592),E-216,07DCP078M,1,391,7,1003910007
080397ZMM,POINT (-73.97996517426807 40.72588767852676),E-216,07DCP078M,1,391,10,1003910010
080397ZMM,POINT (-73.97973251968939 40.725788466550895),E-216,07DCP078M,1,391,13,1003910013
080397ZMM,POINT (-73.97933600341804 40.7256492692258),E-216,07DCP078M,1,391,19,1003910019
080397ZMM,POINT (-73.97839962746414 40.725123633206366),E-216,07DCP078M,1,391,33,1003910033
080397ZMM,POINT (-73.9795784377145 40.725381213818274),E-216,07DCP078M,1,391,51,1003910051
080397ZMM,POINT (-73.97913550055057 40.726305334933194),E-216,07DCP078M,1,392,16,1003920016
080397ZMM,POINT (-73.97791474992943 40.725825745598236),E-216,07DCP078M,1,392,32,1003920032
080397ZMM,POINT (-73.97803752055574 40.72565749185562),E-216,07DCP078M,1,392,35,1003920035
080397ZMM,POINT (-73.97827614875877 40.725643423446435),E-216,07DCP078M,1,392,39,1003920039
080397ZMM,POINT (-73.97835513032096 40.72567666710504),E-216,07DCP078M,1,392,40,1003920040
080397ZMM,POINT (-73.9786015801415 40.72578084713592),E-216,07DCP078M,1,392,43,1003920043
080397ZMM,POINT (-73.97917151504086 40.727105320266745),E-216,07DCP078M,1,393,9,1003930009
080397ZMM,POINT (-73.97922440257055 40.72682087977269),E-216,07DCP078M,1,393,59,1003930059
080397ZMM,POINT (-73.97934246408764 40.72687060730501),E-216,07DCP078M,1,393,61,1003930061
080397ZMM,POINT (-73.97768553148096 40.72729899257885),E-216,07DCP078M,1,394,28,1003940028
080397ZMM,POINT (-73.97741329170327 40.727184512737175),E-216,07DCP078M,1,394,32,1003940032
080397ZMM,POINT (-73.97725392470367 40.72711749881362),E-216,07DCP078M,1,394,34,1003940034
080397ZMM,POINT (-73.98481126855677 40.72234151471073),E-216,07DCP078M,1,397,19,1003970019
080397ZMM,POINT (-73.98424323673785 40.72210260795607),E-216,07DCP078M,1,397,27,1003970027
080397ZMM,POINT (-73.98325131963242 40.72266504050145),E-216,07DCP078M,1,398,29,1003980029
080397ZMM,POINT (-73.98342404861697 40.722427575047554),E-216,07DCP078M,1,398,34,1003980034
080397ZMM,POINT (-73.98405940273679 40.72253543053018),E-216,07DCP078M,1,398,45,1003980045
080397ZMM,POINT (-73.98459379973376 40.7239388732435),E-216,07DCP078M,1,399,8,1003990008
080397ZMM,POINT (-73.9841635767179 40.72362001387827),E-216,07DCP078M,1,399,11,1003990011
080397ZMM,POINT (-73.98328344063121 40.723047500512614),E-216,07DCP078M,1,399,40,1003990040
080397ZMM,POINT (-73.98408484966083 40.72347570901413),E-216,07DCP078M,1,399,51,1003990051
080397ZMM,POINT (-73.98463415981591 40.72361944998678),E-216,07DCP078M,1,399,58,1003990058
080397ZMM,POINT (-73.98170398723421 40.7247906327887),E-216,07DCP078M,1,402,41,1004020041
080397ZMM,POINT (-73.98172954399634 40.724724322451735),E-216,07DCP078M,1,402,42,1004020042
080397ZMM,POINT (-73.98127596618237 40.72801783230584),E-216,07DCP078M,1,404,9,1004040009
080397ZMM,POINT (-73.98112804270161 40.72794897776924),E-216,07DCP078M,1,404,11,1004040011
080397ZMM,POINT (-73.98023262651493 40.72754986971706),E-216,07DCP078M,1,404,23,1004040023
080397ZMM,POINT (-73.98091633048448 40.727532889801495),E-216,07DCP078M,1,404,46,1004040046
080397ZMM,POINT (-73.98099531793508 40.72756625591112),E-216,07DCP078M,1,404,47,1004040047
080397ZMM,POINT (-73.98107233009519 40.72759878687003),E-216,07DCP078M,1,404,48,1004040048
080397ZMM,POINT (-73.981370322405 40.72775535110278),E-216,07DCP078M,1,404,52,1004040052
080397ZMM,POINT (-73.98145226260829 40.727784146392914),E-216,07DCP078M,1,404,53,1004040053
