ULURP_NUM,the_geom,ENUMBER,CEQR_NUM,BOROCODE,TAXBLOCK,TAXLOT,BBL
160035ZMK 160050ZRK,POINT (-73.88198799056573 40.67677735856466),E-366,15DCP102K,3,3972,56,3039720056
160035ZMK 160050ZRK,POINT (-73.88212108608836 40.67675778631923),E-366,15DCP102K,3,3972,57,3039720057
160035ZMK 160050ZRK,POINT (-73.88152077782341 40.678168693458716),E-366,15DCP102K,3,3973,22,3039730022
160035ZMK 160050ZRK,POINT (-73.88140218316342 40.67848026575576),E-366,15DCP102K,3,3973,24,3039730024
160035ZMK 160050ZRK,POINT (-73.88100645493016 40.67761570010054),E-366,15DCP102K,3,3973,46,3039730046
160035ZMK 160050ZRK,POINT (-73.88095661720065 40.677414684117494),E-366,15DCP102K,3,3973,50,3039730050
160035ZMK 160050ZRK,POINT (-73.88093167731388 40.67731408874414),E-366,15DCP102K,3,3973,52,3039730052
160035ZMK 160050ZRK,POINT (-73.88090661553201 40.67721290970391),E-366,15DCP102K,3,3973,53,3039730053
160035ZMK 160050ZRK,POINT (-73.88088133942986 40.67711124055455),E-366,15DCP102K,3,3973,55,3039730055
160035ZMK 160050ZRK,POINT (-73.88070617982142 40.676960126377224),E-366,15DCP102K,3,3973,57,3039730057
160035ZMK 160050ZRK,POINT (-73.88084016663858 40.67694061236926),E-366,15DCP102K,3,3973,58,3039730058
160035ZMK 160050ZRK,POINT (-73.87891885685607 40.67926061971267),E-366,15DCP102K,3,3976,31,3039760031
160035ZMK 160050ZRK,POINT (-73.87855967714175 40.67929971706862),E-366,15DCP102K,3,3976,35,3039760035
160035ZMK 160050ZRK,POINT (-73.89132505118806 40.6749481407088),E-366,15DCP102K,3,3977,17,3039770017
160035ZMK 160050ZRK,POINT (-73.89125559773633 40.674958187875006),E-366,15DCP102K,3,3977,18,3039770018
160035ZMK 160050ZRK,POINT (-73.89118672277718 40.67496815089798),E-366,15DCP102K,3,3977,19,3039770019
160035ZMK 160050ZRK,POINT (-73.8911166446317 40.67497828834158),E-366,15DCP102K,3,3977,20,3039770020
160035ZMK 160050ZRK,POINT (-73.89104172400144 40.67498926403925),E-366,15DCP102K,3,3977,21,3039770021
160035ZMK 160050ZRK,POINT (-73.89060911205182 40.67498670490317),E-366,15DCP102K,3,3978,14,3039780014
160035ZMK 160050ZRK,POINT (-73.89064314500058 40.67512026660738),E-366,15DCP102K,3,3978,15,3039780015
160035ZMK 160050ZRK,POINT (-73.88987577074856 40.67516301246488),E-366,15DCP102K,3,3979,11,3039790011
160035ZMK 160050ZRK,POINT (-73.88978930357868 40.675176047480626),E-366,15DCP102K,3,3979,12,3039790012
160035ZMK 160050ZRK,POINT (-73.8896680954491 40.67519431893873),E-366,15DCP102K,3,3979,13,3039790013
070387ZMK,POINT (-73.88863557261405 40.67461025830272),E-180,07DCP054K,3,3980,1,3039800001
160035ZMK 160050ZRK,POINT (-73.88867895498669 40.67534316511052),E-366,15DCP102K,3,3980,14,3039800014
160035ZMK 160050ZRK,POINT (-73.88854695363405 40.67536269647224),E-366,15DCP102K,3,3980,15,3039800015
160035ZMK 160050ZRK,POINT (-73.88841918169095 40.67538160322448),E-366,15DCP102K,3,3980,17,3039800017
160035ZMK 160050ZRK,POINT (-73.88832761852765 40.67539463940379),E-366,15DCP102K,3,3980,19,3039800019
160035ZMK 160050ZRK,POINT (-73.8871442237951 40.67556846569326),E-366,15DCP102K,3,3982,11,3039820011
160035ZMK 160050ZRK,POINT (-73.88700856070992 40.67558876344037),E-366,15DCP102K,3,3982,13,3039820013
160035ZMK 160050ZRK,POINT (-73.88665332981638 40.67564191096037),E-366,15DCP102K,3,3982,17,3039820017
160035ZMK 160050ZRK,POINT (-73.88656003234506 40.67565543030315),E-366,15DCP102K,3,3982,18,3039820018
160035ZMK 160050ZRK,POINT (-73.88605962381307 40.67572755430662),E-366,15DCP102K,3,3983,13,3039830013
160035ZMK 160050ZRK,POINT (-73.88587968539564 40.67575371695168),E-366,15DCP102K,3,3983,15,3039830015
160035ZMK 160050ZRK,POINT (-73.88497664055562 40.67588646231553),E-366,15DCP102K,3,3984,15,3039840015
160035ZMK 160050ZRK,POINT (-73.88439258380805 40.675972303920375),E-366,15DCP102K,3,3985,15,3039850015
160035ZMK 160050ZRK,POINT (-73.8843060562011 40.67598486018367),E-366,15DCP102K,3,3985,16,3039850016
160035ZMK 160050ZRK,POINT (-73.88421677906372 40.675997813443914),E-366,15DCP102K,3,3985,17,3039850017
160035ZMK 160050ZRK,POINT (-73.88411965574659 40.67601184115249),E-366,15DCP102K,3,3985,18,3039850018
160035ZMK 160050ZRK,POINT (-73.8835219325962 40.67610409875707),E-366,15DCP102K,3,3986,11,3039860011
160035ZMK 160050ZRK,POINT (-73.88249656510818 40.67625509288938),E-366,15DCP102K,3,3987,17,3039870017
160035ZMK 160050ZRK,POINT (-73.88151215942725 40.6758001397212),E-366,15DCP102K,3,3988,28,3039880028
160035ZMK 160050ZRK,POINT (-73.88146997075197 40.67562765562654),E-366,15DCP102K,3,3988,34,3039880034
160035ZMK 160050ZRK,POINT (-73.88144153390554 40.67551139857318),E-366,15DCP102K,3,3988,35,3039880035
160035ZMK 160050ZRK,POINT (-73.88092686060591 40.67581043621273),E-366,15DCP102K,3,3989,1,3039890001
160035ZMK 160050ZRK,POINT (-73.88105371839065 40.67631768648884),E-366,15DCP102K,3,3989,9,3039890009
160035ZMK 160050ZRK,POINT (-73.88122528396083 40.67645340752932),E-366,15DCP102K,3,3989,10,3039890010
160035ZMK 160050ZRK,POINT (-73.88108938755832 40.67647317665921),E-366,15DCP102K,3,3989,12,3039890012
160035ZMK 160050ZRK,POINT (-73.88095658733216 40.67649245985212),E-366,15DCP102K,3,3989,14,3039890014
160035ZMK 160050ZRK,POINT (-73.88075341266902 40.676591816760755),E-366,15DCP102K,3,3989,16,3039890016
160035ZMK 160050ZRK,POINT (-73.88067033242461 40.676260077044546),E-366,15DCP102K,3,3989,20,3039890020
160035ZMK 160050ZRK,POINT (-73.88062776618237 40.67609011099932),E-366,15DCP102K,3,3989,24,3039890024
160035ZMK 160050ZRK,POINT (-73.88060413376665 40.67599574395981),E-366,15DCP102K,3,3989,25,3039890025
160035ZMK 160050ZRK,POINT (-73.88079191249892 40.675637834219295),E-366,15DCP102K,3,3989,34,3039890034
160035ZMK 160050ZRK,POINT (-73.88097244475568 40.67561191427751),E-366,15DCP102K,3,3989,36,3039890036
160035ZMK 160050ZRK,POINT (-73.87903253196612 40.67666283873062),E-366,15DCP102K,3,3991,8,3039910008
160035ZMK 160050ZRK,POINT (-73.87829250940561 40.67687743822049),E-366,15DCP102K,3,3992,15,3039920015
160035ZMK 160050ZRK,POINT (-73.87818614028909 40.676891905000694),E-366,15DCP102K,3,3992,17,3039920017
160035ZMK 160050ZRK,POINT (-73.87807824556106 40.67690687795671),E-366,15DCP102K,3,3992,18,3039920018
160035ZMK 160050ZRK,POINT (-73.87793632374404 40.67692637762971),E-366,15DCP102K,3,3992,20,3039920020
160035ZMK 160050ZRK,POINT (-73.88965323658329 40.67306666795747),E-366,15DCP102K,3,3994,28,3039940028
160035ZMK 160050ZRK,POINT (-73.88872832441878 40.67319928401385),E-366,15DCP102K,3,3995,29,3039950029
160035ZMK 160050ZRK,POINT (-73.88890582380665 40.673172698519934),E-366,15DCP102K,3,3995,31,3039950031
160035ZMK 160050ZRK,POINT (-73.8889935801052 40.67315966451065),E-366,15DCP102K,3,3995,32,3039950032
160035ZMK 160050ZRK,POINT (-73.8888197426512 40.67318548373769),E-366,15DCP102K,3,3995,129,3039950129
160035ZMK 160050ZRK,POINT (-73.88806870729567 40.67330462677806),E-366,15DCP102K,3,3996,34,3039960034
160035ZMK 160050ZRK,POINT (-73.88815902914443 40.67329098264995),E-366,15DCP102K,3,3996,35,3039960035
160035ZMK 160050ZRK,POINT (-73.8882481217767 40.673277522763186),E-366,15DCP102K,3,3996,36,3039960036
160035ZMK 160050ZRK,POINT (-73.88837400305202 40.673207861294514),E-366,15DCP102K,3,3996,37,3039960037
160035ZMK 160050ZRK,POINT (-73.88841118725085 40.67335350807008),E-366,15DCP102K,3,3996,39,3039960039
160035ZMK 160050ZRK,POINT (-73.88607356522267 40.6735922536085),E-366,15DCP102K,3,3998,30,3039980030
160035ZMK 160050ZRK,POINT (-73.88621485783234 40.673571341174544),E-366,15DCP102K,3,3998,32,3039980032
160035ZMK 160050ZRK,POINT (-73.88643910823025 40.6735379879074),E-366,15DCP102K,3,3998,33,3039980033
160035ZMK 160050ZRK,POINT (-73.88666305791303 40.6735046771318),E-366,15DCP102K,3,3998,37,3039980037
160035ZMK 160050ZRK,POINT (-73.88247544266133 40.67412943557588),E-366,15DCP102K,3,4003,35,3040030035
160035ZMK 160050ZRK,POINT (-73.88133353103925 40.675086935424574),E-366,15DCP102K,3,4004,19,3040040019
160035ZMK 160050ZRK,POINT (-73.88131714016284 40.67501978777331),E-366,15DCP102K,3,4004,20,3040040020
160035ZMK 160050ZRK,POINT (-73.88038189756773 40.67526980916787),E-366,15DCP102K,3,4005,16,3040050016
160035ZMK 160050ZRK,POINT (-73.88028970917439 40.675282451980756),E-366,15DCP102K,3,4005,17,3040050017
160035ZMK 160050ZRK,POINT (-73.88038196230463 40.67508863538028),E-366,15DCP102K,3,4005,19,3040050019
160035ZMK 160050ZRK,POINT (-73.88036536484564 40.67502311551009),E-366,15DCP102K,3,4005,20,3040050020
160035ZMK 160050ZRK,POINT (-73.88034134249644 40.67492829413824),E-366,15DCP102K,3,4005,21,3040050021
160035ZMK 160050ZRK,POINT (-73.87995373228819 40.67533574563712),E-366,15DCP102K,3,4006,11,3040060011
160035ZMK 160050ZRK,POINT (-73.8795864144638 40.6753885192376),E-366,15DCP102K,3,4006,13,3040060013
160035ZMK 160050ZRK,POINT (-73.89006587937259 40.67250255122385),E-366,15DCP102K,3,4010,17,3040100017
160035ZMK 160050ZRK,POINT (-73.88976511200674 40.67255642136082),E-366,15DCP102K,3,4010,19,3040100019
160035ZMK 160050ZRK,POINT (-73.88399166768303 40.67339149782215),E-366,15DCP102K,3,4017,15,3040170015
160035ZMK 160050ZRK,POINT (-73.8838175861877 40.67341743621959),E-366,15DCP102K,3,4017,19,3040170019
160035ZMK 160050ZRK,POINT (-73.883613719646 40.67346155986143),E-366,15DCP102K,3,4017,22,3040170022
160035ZMK 160050ZRK,POINT (-73.88346882757449 40.673483019273405),E-366,15DCP102K,3,4017,25,3040170025
160035ZMK 160050ZRK,POINT (-73.8828632372257 40.67360155155095),E-366,15DCP102K,3,4018,15,3040180015
160035ZMK 160050ZRK,POINT (-73.8828075225532 40.67360967059625),E-366,15DCP102K,3,4018,16,3040180016
160035ZMK 160050ZRK,POINT (-73.88275282765844 40.67361764116818),E-366,15DCP102K,3,4018,17,3040180017
160035ZMK 160050ZRK,POINT (-73.88269812328546 40.67362561350551),E-366,15DCP102K,3,4018,18,3040180018
160035ZMK 160050ZRK,POINT (-73.88273708410992 40.67347500952692),E-366,15DCP102K,3,4018,19,3040180019
160035ZMK 160050ZRK,POINT (-73.88263992061513 40.673634092840814),E-366,15DCP102K,3,4018,118,3040180118
160035ZMK 160050ZRK,POINT (-73.87734203473525 40.674386650647946),E-366,15DCP102K,3,4024,18,3040240018
080228ZMK,POINT (-73.88463150897208 40.665979313026654),E-209,08HPD012K,3,4092,1,3040920001
080228ZMK,POINT (-73.88464650556118 40.666038205643986),E-209,08HPD012K,3,4092,2,3040920002
080228ZMK,POINT (-73.88445555594294 40.66603263342559),E-209,08HPD012K,3,4092,3,3040920003
080228ZMK,POINT (-73.88423164050363 40.66597281211537),E-209,08HPD012K,3,4092,4,3040920004
080228ZMK,POINT (-73.88448422359464 40.6658401353591),E-209,08HPD012K,3,4092,11,3040920011
980131 ZMK,POINT (-73.87129011943505 40.68960248349606),E-86,98DCP021K,3,4108,1,3041080001
980131 ZMK,POINT (-73.87127526691273 40.68953912471114),E-86,98DCP021K,3,4108,2,3041080002
980131 ZMK,POINT (-73.87130520084675 40.68966679077604),E-86,98DCP021K,3,4108,3,3041080003
980131 ZMK,POINT (-73.87122606348561 40.68988947325842),E-86,98DCP021K,3,4108,4,3041080004
980131 ZMK,POINT (-73.8709762913805 40.68968257770717),E-86,98DCP021K,3,4108,24,3041080024
980131 ZMK,POINT (-73.87054418854056 40.689777886437525),E-86,98DCP021K,3,4109,91,3041090091
160035ZMK 160050ZRK,POINT (-73.87755515206325 40.68233650153939),E-366,15DCP102K,3,4126,1,3041260001
160035ZMK 160050ZRK,POINT (-73.87490452714928 40.683107463825266),E-366,15DCP102K,3,4128,66,3041280066
160035ZMK 160050ZRK,POINT (-73.87793309193526 40.68071151845755),E-366,15DCP102K,3,4137,39,3041370039
160035ZMK 160050ZRK,POINT (-73.87789021748917 40.6805396465708),E-366,15DCP102K,3,4137,43,3041370043
160035ZMK 160050ZRK,POINT (-73.87788455368816 40.680285894295636),E-366,15DCP102K,3,4137,44,3041370044
160035ZMK 160050ZRK,POINT (-73.87838213046383 40.68004151358085),E-366,15DCP102K,3,4137,56,3041370056
160035ZMK 160050ZRK,POINT (-73.87843323995881 40.68029116068461),E-366,15DCP102K,3,4137,63,3041370063
160035ZMK 160050ZRK,POINT (-73.87693724738551 40.68137580778793),E-366,15DCP102K,3,4139,25,3041390025
160035ZMK 160050ZRK,POINT (-73.87715568621172 40.68140742415298),E-366,15DCP102K,3,4139,29,3041390029
160035ZMK 160050ZRK,POINT (-73.87670508281022 40.68161467842109),E-366,15DCP102K,3,4140,27,3041400027
160035ZMK 160050ZRK,POINT (-73.87662306590275 40.68149188002278),E-366,15DCP102K,3,4140,28,3041400028
160035ZMK 160050ZRK,POINT (-73.8761081311055 40.68148386417014),E-366,15DCP102K,3,4141,1,3041410001
160035ZMK 160050ZRK,POINT (-73.87596070601154 40.68172764676842),E-366,15DCP102K,3,4141,4,3041410004
160035ZMK 160050ZRK,POINT (-73.87560210581573 40.68213222935913),E-366,15DCP102K,3,4141,27,3041410027
160035ZMK 160050ZRK,POINT (-73.87555194316919 40.681930955935336),E-366,15DCP102K,3,4141,30,3041410030
160035ZMK 160050ZRK,POINT (-73.87542618836443 40.68178837458679),E-366,15DCP102K,3,4141,33,3041410033
160035ZMK 160050ZRK,POINT (-73.8753723216554 40.68161750205613),E-366,15DCP102K,3,4141,35,3041410035
160035ZMK 160050ZRK,POINT (-73.87565481352564 40.681628523806936),E-366,15DCP102K,3,4141,39,3041410039
160035ZMK 160050ZRK,POINT (-73.87689413772281 40.6807372361231),E-366,15DCP102K,3,4142,1,3041420001
160035ZMK 160050ZRK,POINT (-73.87461650395936 40.682540794875884),E-366,15DCP102K,3,4143,1,3041430001
160035ZMK 160050ZRK,POINT (-73.86948991700697 40.68260531480967),E-366,15DCP102K,3,4149,50,3041490050
040389 ZMK,POINT (-73.8778968918806 40.67894102116925),E-141,04DCP031K,3,4153,25,3041530025
040389 ZMK,POINT (-73.87792411827463 40.67905039783393),E-141,04DCP031K,3,4153,27,3041530027
040389 ZMK,POINT (-73.8779365085667 40.6791001707539),E-141,04DCP031K,3,4153,28,3041530028
160035ZMK 160050ZRK,POINT (-73.87796251349152 40.67955003454222),E-366,15DCP102K,3,4153,34,3041530034
160035ZMK 160050ZRK,POINT (-73.87760517259969 40.67965141680891),E-366,15DCP102K,3,4153,40,3041530040
160035ZMK 160050ZRK,POINT (-73.87705095541452 40.67745538112814),E-366,15DCP102K,3,4153,76,3041530076
160035ZMK 160050ZRK,POINT (-73.87718407696325 40.67746944797382),E-366,15DCP102K,3,4153,78,3041530078
160035ZMK 160050ZRK,POINT (-73.87727695846586 40.67745621134638),E-366,15DCP102K,3,4153,79,3041530079
160035ZMK 160050ZRK,POINT (-73.87760869911045 40.67740893554355),E-366,15DCP102K,3,4153,82,3041530082
040389 ZMK,POINT (-73.87761334061022 40.6793231390509),E-141,04DCP031K,3,4153,146,3041530146
040389 ZMK,POINT (-73.87759568508505 40.679252408206644),E-141,04DCP031K,3,4153,147,3041530147
040389 ZMK,POINT (-73.87758177299631 40.67919667041922),E-141,04DCP031K,3,4153,148,3041530148
040389 ZMK,POINT (-73.87756372535105 40.679124368652985),E-141,04DCP031K,3,4153,149,3041530149
160035ZMK 160050ZRK,POINT (-73.87716022439375 40.6795653756824),E-366,15DCP102K,3,4154,28,3041540028
160035ZMK 160050ZRK,POINT (-73.87709618261101 40.67985078413875),E-366,15DCP102K,3,4154,35,3041540035
160035ZMK 160050ZRK,POINT (-73.87679226726168 40.679695554276236),E-366,15DCP102K,3,4154,45,3041540045
160035ZMK 160050ZRK,POINT (-73.87626496166249 40.67775148623239),E-366,15DCP102K,3,4154,92,3041540092
160035ZMK 160050ZRK,POINT (-73.87618286863378 40.67765866733655),E-366,15DCP102K,3,4154,94,3041540094
160035ZMK 160050ZRK,POINT (-73.87625505476203 40.67756447993294),E-366,15DCP102K,3,4154,95,3041540095
160035ZMK 160050ZRK,POINT (-73.8765477062772 40.677553945796845),E-366,15DCP102K,3,4154,99,3041540099
160035ZMK 160050ZRK,POINT (-73.87668595835775 40.677533811741434),E-366,15DCP102K,3,4154,100,3041540100
160035ZMK 160050ZRK,POINT (-73.87567315799267 40.67768705396004),E-366,15DCP102K,3,4156,1,3041560001
160035ZMK 160050ZRK,POINT (-73.87529626422858 40.67774109305704),E-366,15DCP102K,3,4156,45,3041560045
160035ZMK 160050ZRK,POINT (-73.87547697814713 40.67771520444611),E-366,15DCP102K,3,4156,50,3041560050
160035ZMK 160050ZRK,POINT (-73.8731444572076 40.680996301011405),E-366,15DCP102K,3,4162,2,3041620002
160035ZMK 160050ZRK,POINT (-73.8728764936063 40.68104639810506),E-366,15DCP102K,3,4162,10,3041620010
160035ZMK 160050ZRK,POINT (-73.87207089116885 40.68122934002178),E-366,15DCP102K,3,4162,18,3041620018
160035ZMK 160050ZRK,POINT (-73.87172148011953 40.68132763937261),E-366,15DCP102K,3,4162,22,3041620022
160035ZMK 160050ZRK,POINT (-73.87170686422114 40.68108976550182),E-366,15DCP102K,3,4162,29,3041620029
160035ZMK 160050ZRK,POINT (-73.87039249356073 40.681651559351984),E-366,15DCP102K,3,4167,22,3041670022
160035ZMK 160050ZRK,POINT (-73.87028547000622 40.68167414704319),E-366,15DCP102K,3,4167,24,3041670024
160035ZMK 160050ZRK,POINT (-73.87004608940771 40.68177841683988),E-366,15DCP102K,3,4167,25,3041670025
160035ZMK 160050ZRK,POINT (-73.87303566886222 40.67757045487573),E-366,15DCP102K,3,4194,17,3041940017
160035ZMK 160050ZRK,POINT (-73.87212879213195 40.677261536387725),E-366,15DCP102K,3,4195,6,3041950006
160035ZMK 160050ZRK,POINT (-73.8718657862111 40.677337252711055),E-366,15DCP102K,3,4195,21,3041950021
160035ZMK 160050ZRK,POINT (-73.87173436487774 40.677200636740395),E-366,15DCP102K,3,4195,30,3041950030
160035ZMK 160050ZRK,POINT (-73.87509534967344 40.675368508109166),E-366,15DCP102K,3,4210,1,3042100001
160035ZMK 160050ZRK,POINT (-73.87454583726921 40.67527200981074),E-366,15DCP102K,3,4210,34,3042100034
160035ZMK 160050ZRK,POINT (-73.87487115852143 40.67522463764261),E-366,15DCP102K,3,4210,35,3042100035
160035ZMK 160050ZRK,POINT (-73.87519375435717 40.675177808211565),E-366,15DCP102K,3,4210,43,3042100043
160035ZMK 160050ZRK,POINT (-73.87416340014394 40.67532509721464),E-366,15DCP102K,3,4211,43,3042110043
160035ZMK 160050ZRK,POINT (-73.87427160679978 40.67530940965801),E-366,15DCP102K,3,4211,45,3042110045
160035ZMK 160050ZRK,POINT (-73.87151306536416 40.675711754526695),E-366,15DCP102K,3,4214,1,3042140001
160035ZMK 160050ZRK,POINT (-73.87177005530663 40.67597634711023),E-366,15DCP102K,3,4214,6,3042140006
160035ZMK 160050ZRK,POINT (-73.87188882452644 40.676324666525005),E-366,15DCP102K,3,4214,12,3042140012
160035ZMK 160050ZRK,POINT (-73.87180804429731 40.676515349000084),E-366,15DCP102K,3,4214,20,3042140020
160035ZMK 160050ZRK,POINT (-73.87589297097371 40.6745943855598),E-366,15DCP102K,3,4228,13,3042280013
160035ZMK 160050ZRK,POINT (-73.87553166238457 40.674646564664144),E-366,15DCP102K,3,4228,17,3042280017
160035ZMK 160050ZRK,POINT (-73.87242680045195 40.675011143422935),E-366,15DCP102K,3,4232,17,3042320017
160035ZMK 160050ZRK,POINT (-73.87220384748663 40.67511171954803),E-366,15DCP102K,3,4232,18,3042320018
N030227 ZAK,POINT (-73.88482764177328 40.6604412656057),R-21,03DCP011K,3,4353,12,3043530012
N030227 ZAK,POINT (-73.88479302819518 40.66039479127037),R-21,03DCP011K,3,4353,13,3043530013
N030227 ZAK,POINT (-73.88475743309252 40.6603469975838),R-21,03DCP011K,3,4353,14,3043530014
N030227 ZAK,POINT (-73.88463290194477 40.660179794386295),R-21,03DCP011K,3,4353,15,3043530015
N030227 ZAK,POINT (-73.88445512038474 40.659941086930026),R-21,03DCP011K,3,4353,21,3043530021
N030227 ZAK,POINT (-73.88436623715813 40.6598217439097),R-21,03DCP011K,3,4353,25,3043530025
N030227 ZAK,POINT (-73.88433067451965 40.65977399334471),R-21,03DCP011K,3,4353,26,3043530026
M090312 ZMK,POINT (-73.86251872840509 40.67055778925854),R-181,09DCP072K,3,4469,1,3044690001
M090312 ZMK,POINT (-73.86155629784214 40.67083522519866),R-182,09DCP072K,3,4469,6,3044690006
M090312 ZMK,POINT (-73.8617738517764 40.670615680626234),R-182,09DCP072K,3,4469,10,3044690010
M090312 ZMK,POINT (-73.86242884498624 40.67002668414833),R-182,09DCP072K,3,4469,16,3044690016
170430ZMK 170431ZRK,POINT (-73.85827372850257 40.66857302335233),E-432,17DCP155K,3,4496,1,3044960001
170430ZMK 170431ZRK,POINT (-73.85856436503205 40.668991880876725),E-432,17DCP155K,3,4496,15,3044960015
170430ZMK 170431ZRK,POINT (-73.85853378301275 40.66960273667939),E-432,17DCP155K,3,4496,29,3044960029
170430ZMK 170431ZRK,POINT (-73.85820809964935 40.669045088810066),E-432,17DCP155K,3,4496,48,3044960048
070396ZMK,POINT (-73.94940319407289 40.65513862222536),E-224,07DCP056K,3,4837,17,3048370017
070396ZMX,POINT (-73.94940319407289 40.65513862222536),R-224,07DCP056K,3,4837,17,3048370017
070396ZMK,POINT (-73.94860475738336 40.655156503695196),E-224,07DCP056K,3,4837,27,3048370027
070396ZMX,POINT (-73.94860475738336 40.655156503695196),R-224,07DCP056K,3,4837,27,3048370027
070396ZMK,POINT (-73.94796028239102 40.655195419727384),E-224,07DCP056K,3,4837,38,3048370038
070396ZMX,POINT (-73.94796028239102 40.655195419727384),R-224,07DCP056K,3,4837,38,3048370038
070396ZMK,POINT (-73.94752956365252 40.65535642381753),E-224,07DCP056K,3,4837,44,3048370044
150369ZCK 150368ZAK,POINT (-73.96185408927826 40.66110008362537),E-363,16DCP018K,3,5024,74,3050240074
170128ZMK 170129ZRK 170127PPK,POINT (-73.95981384813254 40.65322715595477),E-397,16DME004K,3,5063,58,3050630058
090336ZMK,POINT (-73.97073256067134 40.64723500493361),E-233,09DCP058K,3,5070,19,3050700019
180393ZMK 180394ZRK,POINT (-73.96728667474098 40.64953270195689),E-492,18DCP118K,3,5074,4,3050740004
090336ZMK,POINT (-73.95909564257896 40.65060605127515),E-233,09DCP058K,3,5082,47,3050820047
090336ZMK,POINT (-73.9596028287662 40.65054786529559),E-233,09DCP058K,3,5082,55,3050820055
090336ZMK,POINT (-73.95847094107947 40.650639986733),E-233,09DCP058K,3,5089,1,3050890001
090336ZMK,POINT (-73.9560995519288 40.65076727577345),E-233,09DCP058K,3,5089,48,3050890048
090336ZMK,POINT (-73.95759648184755 40.6507209357608),E-233,09DCP058K,3,5089,65,3050890065
090336ZMK,POINT (-73.95840529027836 40.65081462919325),E-233,09DCP058K,3,5089,105,3050890105
090336ZMK,POINT (-73.95886231977693 40.64968697183011),E-233,09DCP058K,3,5102,20,3051020020
090336ZMK,POINT (-73.95874111253254 40.64919378331936),E-233,09DCP058K,3,5102,28,3051020028
090336ZMK,POINT (-73.95869851286291 40.64900221710546),E-233,09DCP058K,3,5102,33,3051020033
090336ZMK,POINT (-73.95867890110986 40.64892131655355),E-233,09DCP058K,3,5102,35,3051020035
090336ZMK,POINT (-73.95866557504597 40.64886635316761),E-233,09DCP058K,3,5102,36,3051020036
090336ZMK,POINT (-73.95861825912378 40.648677430042255),E-233,09DCP058K,3,5102,39,3051020039
090336ZMK,POINT (-73.95859300985468 40.648572532247705),E-233,09DCP058K,3,5102,41,3051020041
090336ZMK,POINT (-73.9585674770198 40.648336093009995),E-233,09DCP058K,3,5102,46,3051020046
090336ZMK,POINT (-73.95855687464469 40.64828009319249),E-233,09DCP058K,3,5102,47,3051020047
090336ZMK,POINT (-73.95854635382452 40.64822416004136),E-233,09DCP058K,3,5102,48,3051020048
090336ZMK,POINT (-73.95851753098333 40.64806375121746),E-233,09DCP058K,3,5102,51,3051020051
090336ZMK,POINT (-73.95850992338353 40.64800785243154),E-233,09DCP058K,3,5102,52,3051020052
090336ZMK,POINT (-73.95850255828314 40.64795366741768),E-233,09DCP058K,3,5102,53,3051020053
090336ZMK,POINT (-73.95794639248216 40.64877424233386),E-233,09DCP058K,3,5103,1,3051030001
090336ZMK,POINT (-73.95760902913946 40.649027148655094),E-233,09DCP058K,3,5103,8,3051030008
090336ZMK,POINT (-73.95826103517473 40.65000699726824),E-233,09DCP058K,3,5103,23,3051030023
090336ZMK,POINT (-73.95835226476885 40.6500982257597),E-233,09DCP058K,3,5103,26,3051030026
090336ZMK,POINT (-73.95798662791819 40.650159415321404),E-233,09DCP058K,3,5103,32,3051030032
090336ZMK,POINT (-73.95753717062243 40.65017318666698),E-233,09DCP058K,3,5103,36,3051030036
090336ZMK,POINT (-73.95697043210467 40.65018978959062),E-233,09DCP058K,3,5103,42,3051030042
090336ZMK,POINT (-73.95784329305032 40.64813767269415),E-233,09DCP058K,3,5109,4,3051090004
090336ZMK,POINT (-73.957790397606 40.64836296014543),E-233,09DCP058K,3,5109,8,3051090008
090336ZMK,POINT (-73.95744136790843 40.648344733810184),E-233,09DCP058K,3,5109,15,3051090015
090336ZMK,POINT (-73.95692506674449 40.64836644578836),E-233,09DCP058K,3,5109,20,3051090020
090336ZMK,POINT (-73.97044258355774 40.645877039799835),E-233,09DCP058K,3,5112,1,3051120001
090336ZMK,POINT (-73.97001913130178 40.64481075644537),E-233,09DCP058K,3,5113,24,3051130024
090336ZMK,POINT (-73.958474893414 40.647277994376466),E-233,09DCP058K,3,5125,11,3051250011
090336ZMK,POINT (-73.95844925247955 40.646772364112785),E-233,09DCP058K,3,5125,20,3051250020
090336ZMK,POINT (-73.95842291263641 40.64617659441124),E-233,09DCP058K,3,5125,51,3051250051
090336ZMK,POINT (-73.95841068889601 40.64594382679483),E-233,09DCP058K,3,5125,56,3051250056
090336ZMK,POINT (-73.95839361891902 40.645739918120995),E-233,09DCP058K,3,5125,60,3051250060
090336ZMK,POINT (-73.9577912316466 40.647018420649204),E-233,09DCP058K,3,5126,7,3051260007
090336ZMK,POINT (-73.95779337963884 40.64710284949538),E-233,09DCP058K,3,5126,9,3051260009
090336ZMK,POINT (-73.95825663513084 40.644378497601714),E-233,09DCP058K,3,5152,12,3051520012
090336ZMK,POINT (-73.95814710098554 40.64366682326145),E-233,09DCP058K,3,5164,13,3051640013
090336ZMK,POINT (-73.95812484368595 40.64354952265449),E-233,09DCP058K,3,5164,15,3051640015
090336ZMK,POINT (-73.95737081934433 40.64296284430355),E-233,09DCP058K,3,5165,59,3051650059
090336ZMK,POINT (-73.95738863169899 40.643070114345164),E-233,09DCP058K,3,5165,61,3051650061
