ENumber,E Effective Date,BOROCODE,TAXBLOCK,TAXLOT,HazMat Code,Air Code,Noise Code,HazMat Date,Air Date,Noise Date,CEQR_NUM,ULURP_NUM
E-201,04/30/2008,1,1722,69,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1723,1,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1723,122,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1723,17,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1723,21,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1723,22,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1723,31,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1723,33,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1723,37,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1723,4,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1723,53,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1749,24,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1749,31,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1749,33,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1749,35,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1749,40,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1749,43,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1749,48,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1749,49,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1749,50,1,1,0,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1750,21,1,1,0,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1750,23,1,1,0,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1750,24,1,1,0,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1750,27,1,1,0,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1750,28,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1750,31,1,1,0,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1750,34,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1750,40,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1773,1,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1773,15,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1773,17,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1773,18,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1773,20,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1773,4,0,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1773,58,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1773,61,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1773,67,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1773,69,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1773,72,0,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1774,17,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1774,30,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1774,33,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1774,5,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1774,56,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1774,6,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1774,65,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1774,66,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1774,67,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1774,68,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1774,7,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1774,8,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,121,0,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,16,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,18,0,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,19,0,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,20,0,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,21,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,22,0,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,23,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,24,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,25,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,30,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,34,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,35,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,36,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,42,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,43,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,45,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1789,9,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,129,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,140,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,24,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,25,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,26,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,27,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,28,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,29,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,30,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,31,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,32,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,33,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,38,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,39,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,40,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,41,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,42,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,44,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,46,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,59,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1909,63,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1910,1,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1910,7501,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1930,1,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1930,37,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1930,40,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1930,41,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1930,49,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1930,50,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1930,51,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1930,53,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1930,55,0,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1930,57,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1930,59,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1931,1,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1931,27,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1931,56,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1931,61,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1931,63,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1931,64,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1951,43,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1951,51,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1951,7,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,101,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,138,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,19,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,2,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,21,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,22,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,23,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,25,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,27,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,28,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,29,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,37,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,38,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,41,1,1,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,61,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1952,9,1,0,1,,,,07DCP030M,080099ZMM
E-201,04/30/2008,1,1980,75,1,0,1,,,,07DCP030M,080099ZMM
E-202,10/29/2007,3,352,20,1,1,1,,,,06DCP095K,060477ZMK
E-202,10/29/2007,3,352,21,1,1,1,,,,06DCP095K,060477ZMK
E-202,10/29/2007,3,352,53,0,1,1,,,,06DCP095K,060477ZMK
E-203,04/16/2008,1,1077,10,0,1,1,,,,07DCP043M,070289ZMM
E-203,04/16/2008,1,1077,12,1,1,1,,,,07DCP043M,070289ZMM
E-203,04/16/2008,1,1077,7501,0,1,1,,,,07DCP043M,070289ZMM
E-203,04/16/2008,1,1077,8,0,1,1,,,,07DCP043M,070289ZMM
E-203,04/16/2008,1,1077,9,0,1,1,,,,07DCP043M,070289ZMM
E-204,05/14/2008,1,1932,1,1,0,0,,,,07DME009M,080132ZMM
E-204,05/14/2008,1,1932,107,1,0,0,,,,07DME009M,080132ZMM
E-204,05/14/2008,1,1932,160,1,0,0,,,,07DME009M,080132ZMM
E-204,05/14/2008,1,1932,2,1,0,0,,,,07DME009M,080132ZMM
E-204,05/14/2008,1,1932,4,1,0,0,,,,07DME009M,080132ZMM
E-204,05/14/2008,1,1932,5,1,0,0,,,,07DME009M,080132ZMM
E-204,05/14/2008,1,1932,61,1,0,0,,,,07DME009M,080132ZMM
E-204,05/14/2008,1,1932,62,1,0,0,,,,07DME009M,080132ZMM
E-204,05/14/2008,1,1932,7,1,0,0,,,,07DME009M,080132ZMM
E-205,04/16/2008,3,299,1,0,0,1,,,,07DCP073K,080116ZMK
E-205,04/16/2008,3,299,11,1,1,1,,,,07DCP073K,080116ZMK
E-205,04/16/2008,3,299,16,0,0,1,,,,07DCP073K,080116ZMK
E-205,04/16/2008,3,299,18,0,0,1,,,,07DCP073K,080116ZMK
E-205,04/16/2008,3,299,19,0,0,1,,,,07DCP073K,080116ZMK
E-205,04/16/2008,3,299,39,0,0,1,,,,07DCP073K,080116ZMK
E-205,04/16/2008,3,299,43,1,1,1,,,,07DCP073K,080116ZMK
E-205,04/16/2008,3,304,10,0,0,1,,,,07DCP073K,080116ZMK
E-205,04/16/2008,3,304,16,0,0,1,,,,07DCP073K,080116ZMK
E-205,04/16/2008,3,304,17,0,0,1,,,,07DCP073K,080116ZMK
E-206,04/30/2008,1,1616,141,0,1,1,,,,08HPD001M,080151ZMM
E-206,04/30/2008,1,1616,36,0,1,1,,,,08HPD001M,080151ZMM
E-206,04/30/2008,1,1616,38,0,1,1,,,,08HPD001M,080151ZMM
E-206,04/30/2008,1,1616,50,0,1,1,,,,08HPD001M,080151ZMM
E-206,04/30/2008,1,1616,52,0,1,1,,,,08HPD001M,080151ZMM
E-207,06/12/2008,2,3805,1,1,0,0,,,,05DCP034X,050172ZMX
E-207,06/12/2008,2,3805,7,1,0,0,,,,05DCP034X,050172ZMX
E-208,06/29/2008,1,195,12,1,1,1,,,04/23/2018,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,13,1,1,1,,,,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,14,1,1,1,,,,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,15,1,1,1,,,,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,17,1,0,0,,,,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,2,1,1,1,,,,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,24,1,1,1,,,,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,26,1,1,1,,,,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,27,0,1,1,,,,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,3,1,1,1,,,,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,30,1,0,0,,,,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,4,1,1,1,,,,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,5,1,1,1,,,,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,6,1,1,1,,,,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,7,1,0,0,,,,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,7501,1,1,1,,,,08DCP012M,060032ZMM
E-208,06/29/2008,1,195,9,1,0,0,,,,08DCP012M,060032ZMM
E-209,05/14/2008,3,4092,1,1,0,1,,,,08HPD012K,080228ZMK
E-209,05/14/2008,3,4092,10,1,0,1,,,,08HPD012K,080228ZMK
E-209,05/14/2008,3,4092,11,1,0,1,,,,08HPD012K,080228ZMK
E-209,05/14/2008,3,4092,2,1,0,1,,,,08HPD012K,080228ZMK
E-209,05/14/2008,3,4092,3,1,0,1,,,,08HPD012K,080228ZMK
E-209,05/14/2008,3,4092,4,1,0,1,,,,08HPD012K,080228ZMK
E-21,09/14/1989,4,6320,18,1,0,0,,,,89-271Q,890609 ZMQ
E-210,07/23/2008,2,2733,58,1,0,0,,,,08DCP034X,080248ZMX
E-210,07/23/2008,2,2755,52,1,0,0,,,,08DCP034X,080248ZMX
E-210,07/23/2008,2,2761,126,1,0,0,,,,08DCP034X,080248ZMX
E-210,07/23/2008,2,2762,160,1,0,0,,,,08DCP034X,080248ZMX
E-210,07/23/2008,2,2763,335,1,0,0,,,,08DCP034X,080248ZMX
E-210,07/23/2008,2,2763,384,1,0,0,,,,08DCP034X,080248ZMX
E-210,07/23/2008,2,2765,168,1,0,0,,,,08DCP034X,080248ZMX
E-210,07/23/2008,2,2766,31,1,0,0,,,,08DCP034X,080248ZMX
E-210,07/23/2008,2,2769,102,1,0,0,,,,08DCP034X,080248ZMX
E-210,07/23/2008,2,2769,205,1,0,0,,,,08DCP034X,080248ZMX
E-210,07/23/2008,2,2777,353,1,0,0,,,,08DCP034X,080248ZMX
E-210,07/23/2008,2,2777,428,1,0,0,,,,08DCP034X,080248ZMX
E-210,07/23/2008,2,2777,433,1,0,0,,,,08DCP034X,080248ZMX
E-210,07/23/2008,2,2777,442,1,0,0,,,,08DCP034X,080248ZMX
E-211,07/23/2008,1,602,28,1,0,0,,,,07DCP095M,070575ZMM
E-211,07/23/2008,1,602,55,0,1,0,,,,07DCP095M,070575ZMM
E-211,07/23/2008,1,602,64,1,1,0,,,,07DCP095M,070575ZMM
E-211,07/23/2008,1,602,77,0,1,0,,,,07DCP095M,070575ZMM
E-211,07/23/2008,1,602,79,0,1,0,,,,07DCP095M,070575ZMM
E-211,07/23/2008,1,602,81,0,1,0,,,,07DCP095M,070575ZMM
E-211,07/23/2008,1,602,83,0,1,0,,,,07DCP095M,070575ZMM
E-211,07/23/2008,1,602,85,0,1,0,,,,07DCP095M,070575ZMM
E-211,07/23/2008,1,602,86,0,1,0,,,,07DCP095M,070575ZMM
E-212,06/29/2008,1,1954,136,1,1,0,,,,03HPD020M,080219ZMM
E-212,06/29/2008,1,1954,31,1,1,1,,,,03HPD020M,080219ZMM
E-213,11/13/2008,4,11,1,1,1,1,,,,08dme006q,080362zmq
E-214,11/13/2008,4,1820,1,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1820,108,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1820,18,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1820,34,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1820,6,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1820,9,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1821,1,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1821,16,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1821,25,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1821,27,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1821,35,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1821,6,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1822,1,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1822,17,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1822,21,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1822,23,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1822,28,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1822,33,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1822,5,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1822,55,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1822,58,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1822,7,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,1,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,12,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,14,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,19,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,20,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,21,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,23,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,26,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,28,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,3,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,33,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,40,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,44,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,47,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,5,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,52,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,55,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,58,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,59,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,60,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1823,7,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1824,1,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1824,12,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1824,19,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1824,21,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1824,26,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1824,28,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1824,33,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1824,38,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1824,40,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1824,45,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1824,53,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1825,1,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1825,19,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1825,21,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1825,25,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1825,28,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1825,30,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1825,37,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1825,46,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1825,48,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1825,53,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1825,55,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1825,58,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1826,1,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1826,14,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1826,18,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1826,20,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1826,31,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1826,35,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1826,5,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1827,1,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1828,1,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1828,11,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1828,13,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1828,17,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1828,21,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1828,23,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1828,29,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1828,34,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1828,37,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1828,39,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1828,4,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1828,8,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1829,19,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1829,21,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1829,40,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1829,71,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1830,1,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1830,10,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1830,21,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1830,9,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1831,1,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1831,10,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1831,35,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1832,1,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1832,10,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,103,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,111,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,117,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,120,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,141,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,143,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,151,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,155,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,158,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,165,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,166,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,168,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,170,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,172,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,177,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,179,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,180,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,186,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,188,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,192,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,197,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,199,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,201,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,203,1,1,1,,,,07DME014Q,080381ZMQ
E-214,11/13/2008,4,1833,212,1,1,1,,,,07DME014Q,080381ZMQ
